timestamp,raw
2022-12-27-23-25-10-29229,0.0
2022-12-27-23-25-10-29330,0.0
2022-12-27-23-25-10-29346,0.0
2022-12-27-23-25-10-29371,0.0
2022-12-27-23-25-10-29389,0.0
2022-12-27-23-25-10-29406,0.0
2022-12-27-23-25-10-29422,0.0
2022-12-27-23-25-10-29440,0.0
2022-12-27-23-25-10-29455,0.0
2022-12-27-23-25-10-29471,0.0
2022-12-27-23-25-10-29490,0.0
2022-12-27-23-25-10-29504,0.0
2022-12-27-23-25-10-29523,0.0
2022-12-27-23-25-10-29538,0.0
2022-12-27-23-25-10-29556,0.0
2022-12-27-23-25-10-29573,0.0
2022-12-27-23-25-10-29588,0.0
2022-12-27-23-25-10-29605,0.0
2022-12-27-23-25-10-29623,0.0
2022-12-27-23-25-10-29641,0.0
2022-12-27-23-25-10-29657,0.0
2022-12-27-23-25-10-29672,0.0
2022-12-27-23-25-10-29688,0.0
2022-12-27-23-25-10-29705,0.0
2022-12-27-23-25-10-29722,0.0
2022-12-27-23-25-10-29738,0.0
2022-12-27-23-25-10-29755,0.0
2022-12-27-23-25-10-29772,0.0
2022-12-27-23-25-10-29789,0.0
2022-12-27-23-25-10-29805,0.0
2022-12-27-23-25-10-29824,0.0
2022-12-27-23-25-10-29845,0.0
2022-12-27-23-25-10-29861,0.0
2022-12-27-23-25-10-29877,0.0
2022-12-27-23-25-10-29896,0.0
2022-12-27-23-25-10-29909,0.0
2022-12-27-23-25-10-29926,0.0
2022-12-27-23-25-10-29942,0.0
2022-12-27-23-25-10-29959,0.0
2022-12-27-23-25-10-29976,0.0
2022-12-27-23-25-10-29995,0.0
2022-12-27-23-25-10-30011,0.0
2022-12-27-23-25-10-30028,0.0
2022-12-27-23-25-10-30043,0.0
2022-12-27-23-25-10-30059,0.0
2022-12-27-23-25-11-30076,0.0
2022-12-27-23-25-11-30092,0.0
2022-12-27-23-25-11-30109,0.0
2022-12-27-23-25-11-30125,0.0
2022-12-27-23-25-11-30143,0.0
2022-12-27-23-25-11-30159,0.0
2022-12-27-23-25-11-30176,0.0
2022-12-27-23-25-11-30192,0.0
2022-12-27-23-25-11-30212,0.0
2022-12-27-23-25-11-30226,0.0
2022-12-27-23-25-11-30243,0.0
2022-12-27-23-25-11-30262,0.0
2022-12-27-23-25-11-30276,0.0
2022-12-27-23-25-11-30304,0.0
2022-12-27-23-25-11-30326,0.0
2022-12-27-23-25-11-30343,0.0
2022-12-27-23-25-11-30359,0.0
2022-12-27-23-25-11-30376,0.0
2022-12-27-23-25-11-30393,0.0
2022-12-27-23-25-11-30410,0.0
2022-12-27-23-25-11-30426,0.0
2022-12-27-23-25-11-30443,0.0
2022-12-27-23-25-11-30459,0.0
2022-12-27-23-25-11-30476,0.0
2022-12-27-23-25-11-30492,0.0
2022-12-27-23-25-11-30509,0.0
2022-12-27-23-25-11-30526,0.0
2022-12-27-23-25-11-30543,0.0
2022-12-27-23-25-11-30559,0.0
2022-12-27-23-25-11-30576,0.0
2022-12-27-23-25-11-30594,0.0
2022-12-27-23-25-11-30609,0.0
2022-12-27-23-25-11-30627,0.0
2022-12-27-23-25-11-30643,0.0
2022-12-27-23-25-11-30659,0.0
2022-12-27-23-25-11-30677,0.0
2022-12-27-23-25-11-30693,0.0
2022-12-27-23-25-11-30719,0.0
2022-12-27-23-25-11-30743,0.0
2022-12-27-23-25-11-30761,0.0
2022-12-27-23-25-11-30786,0.0
2022-12-27-23-25-13-32210,0.0
2022-12-27-23-25-13-32228,0.0
2022-12-27-23-25-13-32244,0.0
2022-12-27-23-25-13-32261,0.0
2022-12-27-23-25-13-32277,0.0
2022-12-27-23-25-13-32295,0.0
2022-12-27-23-25-13-32311,0.0
2022-12-27-23-25-13-32327,0.0
2022-12-27-23-25-13-32344,0.0
2022-12-27-23-25-13-32361,0.0
2022-12-27-23-25-13-32379,0.0
2022-12-27-23-25-13-32394,0.0
2022-12-27-23-25-13-32411,0.0
2022-12-27-23-25-13-32430,0.0
2022-12-27-23-25-13-32444,0.0
2022-12-27-23-25-13-32460,0.0
2022-12-27-23-25-13-32478,0.0
2022-12-27-23-25-13-32494,0.0
2022-12-27-23-25-13-32511,0.0
2022-12-27-23-25-13-32527,0.0
2022-12-27-23-25-13-32545,0.0
2022-12-27-23-25-13-32560,0.0
2022-12-27-23-25-13-32578,0.0
2022-12-27-23-25-13-32593,0.0
2022-12-27-23-25-13-32611,0.0
2022-12-27-23-25-13-32627,0.0
2022-12-27-23-25-13-32644,0.0
2022-12-27-23-25-13-32660,0.0
2022-12-27-23-25-13-32677,0.0
2022-12-27-23-25-13-32694,0.0
2022-12-27-23-25-13-32718,0.0
2022-12-27-23-25-13-32745,0.0
2022-12-27-23-25-13-32760,0.0
2022-12-27-23-25-13-32778,0.0
2022-12-27-23-25-13-32794,0.0
2022-12-27-23-25-13-32819,0.0
2022-12-27-23-25-13-32844,0.0
2022-12-27-23-25-13-32861,0.0
2022-12-27-23-25-13-32877,0.0
2022-12-27-23-25-13-32895,0.0
2022-12-27-23-25-13-32913,0.0
2022-12-27-23-25-13-32927,0.0
2022-12-27-23-25-13-32944,0.0
2022-12-27-23-25-13-32960,0.0
2022-12-27-23-25-13-32978,0.0
2022-12-27-23-25-13-32994,0.0
2022-12-27-23-25-13-33011,0.0
2022-12-27-23-25-13-33035,0.0
2022-12-27-23-25-13-33061,0.0
2022-12-27-23-25-14-33078,0.0
2022-12-27-23-25-14-33095,0.0
2022-12-27-23-25-14-33111,0.0
2022-12-27-23-25-14-33127,0.0
2022-12-27-23-25-14-33145,0.0
2022-12-27-23-25-14-33161,0.0
2022-12-27-23-25-14-33177,0.0
2022-12-27-23-25-14-33194,0.0
2022-12-27-23-25-14-33211,0.0
2022-12-27-23-25-14-33228,0.0
2022-12-27-23-25-14-33244,0.0
2022-12-27-23-25-14-33261,0.0
2022-12-27-23-25-14-33279,0.0
2022-12-27-23-25-14-33294,0.0
2022-12-27-23-25-14-33311,0.0
2022-12-27-23-25-14-33329,0.0
2022-12-27-23-25-14-33345,0.0
2022-12-27-23-25-14-33361,0.0
2022-12-27-23-25-14-33378,0.0
2022-12-27-23-25-14-33394,0.0
2022-12-27-23-25-14-33410,0.0
2022-12-27-23-25-14-33427,0.0
2022-12-27-23-25-14-33447,0.0
2022-12-27-23-25-14-33461,0.0
2022-12-27-23-25-14-33478,0.0
2022-12-27-23-25-14-33494,0.0
2022-12-27-23-25-14-33511,0.0
2022-12-27-23-25-14-33527,0.0
2022-12-27-23-25-14-33545,0.0
2022-12-27-23-25-14-33561,0.0
2022-12-27-23-25-14-33578,0.0
2022-12-27-23-25-14-33595,0.0
2022-12-27-23-25-14-33612,0.0
2022-12-27-23-25-14-33627,0.0
2022-12-27-23-25-14-33644,0.0
2022-12-27-23-25-14-33661,0.0
2022-12-27-23-25-14-33678,0.0
2022-12-27-23-25-14-33702,0.0
2022-12-27-23-25-14-33727,0.0
2022-12-27-23-25-14-33744,0.0
2022-12-27-23-25-14-33760,0.0
2022-12-27-23-25-14-33778,0.0
2022-12-27-23-25-14-33794,0.0
2022-12-27-23-25-14-33811,0.0
2022-12-27-23-25-14-33828,0.0
2022-12-27-23-25-14-33844,0.0
2022-12-27-23-25-14-33861,0.0
2022-12-27-23-25-14-33878,0.0
2022-12-27-23-25-14-33894,0.0
2022-12-27-23-25-14-33911,0.0
2022-12-27-23-25-14-33928,0.0
2022-12-27-23-25-14-33945,0.0
2022-12-27-23-25-14-33961,0.0
2022-12-27-23-25-14-33977,0.0
2022-12-27-23-25-14-33995,0.0
2022-12-27-23-25-14-34011,0.0
2022-12-27-23-25-14-34027,0.0
2022-12-27-23-25-14-34046,0.0
2022-12-27-23-25-14-34060,0.0
2022-12-27-23-25-15-34078,0.0
2022-12-27-23-25-15-34095,0.0
2022-12-27-23-25-15-34110,0.0
2022-12-27-23-25-15-34127,0.0
2022-12-27-23-25-15-34144,0.0
2022-12-27-23-25-15-34162,0.0
2022-12-27-23-25-15-34178,0.0
2022-12-27-23-25-15-34194,0.0
2022-12-27-23-25-15-34211,0.0
2022-12-27-23-25-15-34228,0.0
2022-12-27-23-25-15-34244,0.0
2022-12-27-23-25-15-34261,0.0
2022-12-27-23-25-15-34278,0.0
2022-12-27-23-25-15-34294,0.0
2022-12-27-23-25-15-34311,0.0
2022-12-27-23-25-15-34328,0.0
2022-12-27-23-25-15-34344,0.0
2022-12-27-23-25-15-34362,0.0
2022-12-27-23-25-15-34378,0.0
2022-12-27-23-25-15-34394,0.0
2022-12-27-23-25-15-34411,0.0
2022-12-27-23-25-15-34428,0.0
2022-12-27-23-25-15-34445,0.0
2022-12-27-23-25-15-34461,0.0
2022-12-27-23-25-15-34478,0.0
2022-12-27-23-25-15-34500,0.0
2022-12-27-23-25-15-34511,0.0
2022-12-27-23-25-15-34528,0.0
2022-12-27-23-25-15-34545,0.0
2022-12-27-23-25-15-34561,0.0
2022-12-27-23-25-15-34577,0.0
2022-12-27-23-25-15-34597,0.0
2022-12-27-23-25-15-34612,0.0
2022-12-27-23-25-15-34627,0.0
2022-12-27-23-25-15-34644,0.0
2022-12-27-23-25-15-34661,0.0
2022-12-27-23-25-15-34677,0.0
2022-12-27-23-25-15-34694,0.0
2022-12-27-23-25-15-34711,0.0
2022-12-27-23-25-15-34728,0.0
2022-12-27-23-25-15-34744,0.0
2022-12-27-23-25-15-34760,0.0
2022-12-27-23-25-15-34778,0.0
2022-12-27-23-25-15-34794,0.0
2022-12-27-23-25-15-34811,0.0
2022-12-27-23-25-15-34828,0.0
2022-12-27-23-25-15-34845,0.0
2022-12-27-23-25-15-34862,0.0
2022-12-27-23-25-15-34878,0.0
2022-12-27-23-25-15-34894,0.0
2022-12-27-23-25-15-34912,0.0
2022-12-27-23-25-15-34928,0.0
2022-12-27-23-25-15-34944,0.0
2022-12-27-23-25-15-34961,0.0
2022-12-27-23-25-15-34977,0.0
2022-12-27-23-25-15-34997,0.0
2022-12-27-23-25-15-35011,0.0
2022-12-27-23-25-15-35028,0.0
2022-12-27-23-25-15-35045,0.0
2022-12-27-23-25-15-35061,0.0
2022-12-27-23-25-16-35078,0.0
2022-12-27-23-25-16-35094,0.0
2022-12-27-23-25-16-35111,0.0
2022-12-27-23-25-16-35128,0.0
2022-12-27-23-25-18-37161,0.0
2022-12-27-23-25-18-37178,0.0
2022-12-27-23-25-18-37195,0.0
2022-12-27-23-25-18-37212,0.0
2022-12-27-23-25-18-37228,0.0
2022-12-27-23-25-18-37244,0.0
2022-12-27-23-25-18-37262,0.0
2022-12-27-23-25-18-37278,0.0
2022-12-27-23-25-18-37295,0.0
2022-12-27-23-25-18-37312,0.0
2022-12-27-23-25-18-37328,0.0
2022-12-27-23-25-18-37345,0.0
2022-12-27-23-25-18-37362,0.0
2022-12-27-23-25-18-37378,0.0
2022-12-27-23-25-18-37397,0.0
2022-12-27-23-25-18-37412,0.0
2022-12-27-23-25-18-37428,0.0
2022-12-27-23-25-18-37444,0.0
2022-12-27-23-25-18-37461,0.0
2022-12-27-23-25-18-37479,0.0
2022-12-27-23-25-18-37496,0.0
2022-12-27-23-25-18-37513,0.0
2022-12-27-23-25-18-37528,0.0
2022-12-27-23-25-18-37545,0.0
2022-12-27-23-25-18-37562,0.0
2022-12-27-23-25-18-37578,0.0
2022-12-27-23-25-18-37595,0.0
2022-12-27-23-25-18-37612,0.0
2022-12-27-23-25-18-37628,0.0
2022-12-27-23-25-18-37644,0.0
2022-12-27-23-25-18-37662,0.0
2022-12-27-23-25-18-37678,0.0
2022-12-27-23-25-18-37694,0.0
2022-12-27-23-25-18-37711,0.0
2022-12-27-23-25-18-37728,0.0
2022-12-27-23-25-18-37745,0.0
2022-12-27-23-25-18-37767,0.0
2022-12-27-23-25-18-37777,0.0
2022-12-27-23-25-18-37795,0.0
2022-12-27-23-25-18-37811,0.0
2022-12-27-23-25-18-37828,0.0
2022-12-27-23-25-18-37850,0.0
2022-12-27-23-25-18-37861,0.0
2022-12-27-23-25-18-37878,0.0
2022-12-27-23-25-18-37895,0.0
2022-12-27-23-25-18-37911,0.0
2022-12-27-23-25-18-37928,0.0
2022-12-27-23-25-18-37945,0.0
2022-12-27-23-25-18-37961,0.0
2022-12-27-23-25-18-37978,0.0
2022-12-27-23-25-18-37995,0.0
2022-12-27-23-25-18-38011,0.0
2022-12-27-23-25-18-38028,0.0
2022-12-27-23-25-18-38044,0.0
2022-12-27-23-25-18-38062,0.0
2022-12-27-23-25-19-38078,0.0
2022-12-27-23-25-19-38095,0.0
2022-12-27-23-25-19-38112,0.0
2022-12-27-23-25-19-38128,0.0
2022-12-27-23-25-19-38145,0.0
2022-12-27-23-25-19-38161,0.0
2022-12-27-23-25-19-38180,0.0
2022-12-27-23-25-19-38195,0.0
2022-12-27-23-25-19-38211,0.0
2022-12-27-23-25-19-38228,0.0
2022-12-27-23-25-19-38245,0.0
2022-12-27-23-25-19-38262,0.0
2022-12-27-23-25-19-38278,0.0
2022-12-27-23-25-19-38295,0.0
2022-12-27-23-25-19-38312,0.0
2022-12-27-23-25-19-38328,0.0
2022-12-27-23-25-19-38345,0.0
2022-12-27-23-25-19-38361,0.0
2022-12-27-23-25-19-38378,0.0
2022-12-27-23-25-19-38395,0.0
2022-12-27-23-25-19-38412,0.0
2022-12-27-23-25-19-38428,0.0
2022-12-27-23-25-19-38444,0.0
2022-12-27-23-25-19-38462,0.0
2022-12-27-23-25-19-38478,0.0
2022-12-27-23-25-19-38494,0.0
2022-12-27-23-25-19-38512,0.0
2022-12-27-23-25-19-38528,0.0
2022-12-27-23-25-19-38545,0.0
2022-12-27-23-25-19-38563,0.0
2022-12-27-23-25-19-38578,0.0
2022-12-27-23-25-19-38595,0.0
2022-12-27-23-25-19-38611,0.0
2022-12-27-23-25-19-38628,0.0
2022-12-27-23-25-19-38644,0.0
2022-12-27-23-25-19-38662,0.0
2022-12-27-23-25-19-38678,0.0
2022-12-27-23-25-19-38694,0.0
2022-12-27-23-25-19-38712,0.0
2022-12-27-23-25-19-38728,0.0
2022-12-27-23-25-19-38744,0.0
2022-12-27-23-25-19-38762,0.0
2022-12-27-23-25-19-38779,0.0
2022-12-27-23-25-19-38795,0.0
2022-12-27-23-25-19-38812,0.0
2022-12-27-23-25-19-38833,0.0
2022-12-27-23-25-19-38845,0.0
2022-12-27-23-25-19-38861,0.0
2022-12-27-23-25-19-38879,0.0
2022-12-27-23-25-19-38895,0.0
2022-12-27-23-25-19-38912,0.0
2022-12-27-23-25-20-39662,0.0
2022-12-27-23-25-20-39678,0.0
2022-12-27-23-25-20-39695,0.0
2022-12-27-23-25-20-39711,0.0
2022-12-27-23-25-20-39728,0.0
2022-12-27-23-25-20-39744,0.0
2022-12-27-23-25-20-39762,0.0
